0.000000000000000000e+00 -1.296752215898460348e+00
9.765625000000000203e-06 -1.235770968453966168e+00
1.953125000000000041e-05 -1.653432466268555556e+00
2.929687499999999892e-05 -1.228698745008543369e+00
3.906250000000000081e-05 -1.765120221434949066e+00
4.882812500000000271e-05 -1.259389525998113823e+00
5.859374999999999783e-05 -1.427121316015027341e+00
6.835937500000000651e-05 -1.868801685908411336e+00
7.812500000000000163e-05 -1.268997074829631755e+00
8.789062499999999675e-05 -1.183329764415265162e+00
9.765625000000000542e-05 -1.328510502313755115e+00
1.074218750000000005e-04 -1.365739754035886211e+00
1.171874999999999957e-04 -2.032130016044212617e+00
1.269531250000000043e-04 -1.422184103421052948e+00
1.367187500000000130e-04 -1.244177573681544136e+00
1.464843749999999946e-04 -1.034279319348525128e+00
1.562500000000000033e-04 -9.498129525380984983e-01
1.660156250000000119e-04 -1.224562161483862210e+00
1.757812499999999935e-04 -1.174923159187687194e+00
1.855468750000000022e-04 -2.282059723841888932e+00
1.953125000000000108e-04 -1.481964407261607386e+00
2.050781249999999924e-04 -9.191221715485280441e-01
2.148437500000000011e-04 -1.599256565913053096e+00
2.246093750000000098e-04 -1.458078973361029096e+00
2.343749999999999913e-04 -7.229680495717080158e-01
2.441406250000000000e-04 -1.809555134780718610e+00
2.539062500000000087e-04 -1.823032390780486622e+00
2.636718750000000173e-04 -9.978506966956870450e-01
2.734375000000000260e-04 -1.127952920455822960e+00
2.832031249999999805e-04 -1.656234668011081768e+00
2.929687499999999892e-04 -1.718283420881300483e+00
3.027343749999999978e-04 -1.285676847106572263e+00
3.125000000000000065e-04 -7.852836787983576983e-01
3.222656250000000152e-04 -1.372678539303093581e+00
3.320312500000000239e-04 -1.453008322588839052e+00
3.417968749999999783e-04 -1.302490057561728198e+00
3.515624999999999870e-04 -9.885100242206004140e-01
3.613281249999999957e-04 -1.099263712139485261e+00
3.710937500000000043e-04 -1.318769515304021978e+00
3.808593750000000130e-04 -1.629813908724408122e+00
3.906250000000000217e-04 -1.600457509516993060e+00
4.003906249999999761e-04 -1.821831447176546659e+00
4.101562499999999848e-04 -1.640622401159865573e+00
4.199218749999999935e-04 -1.086720523387225912e+00
4.296875000000000022e-04 -1.381885773599964784e+00
4.394531250000000108e-04 -1.282741207185830401e+00
4.492187500000000195e-04 -1.711344635614093113e+00
4.589843749999999740e-04 -1.685324190862065974e+00
4.687499999999999827e-04 -1.267796131225691791e+00
4.785156249999999913e-04 -9.136512062416917157e-01
4.882812500000000000e-04 -8.650797093712409014e-01
4.980468750000000087e-04 -1.100464655743425002e+00
5.078125000000000173e-04 -9.316653603007875040e-01
5.175781250000000260e-04 -1.040684351902870342e+00
5.273437500000000347e-04 -1.506517032053263927e+00
5.371093750000000434e-04 -1.216288994434499671e+00
5.468750000000000520e-04 -1.202411423900085152e+00
5.566406249999999523e-04 -1.105668744693830474e+00
5.664062499999999610e-04 -1.546815361874352313e+00
5.761718749999999696e-04 -8.985726921033374559e-01
5.859374999999999783e-04 -1.447270480925571423e+00
5.957031249999999870e-04 -1.024138017804145484e+00
6.054687499999999957e-04 -7.992946875109877558e-01
6.152343750000000043e-04 -9.939809895274369644e-01
6.250000000000000130e-04 -1.717082477277360519e+00
6.347656250000000217e-04 -1.529068084171687714e+00
6.445312500000000304e-04 -1.761250514266699208e+00
6.542968750000000390e-04 -2.043205384836100702e+00
6.640625000000000477e-04 -1.176390979148058236e+00
6.738281249999999480e-04 -1.792741924325562675e+00
6.835937499999999566e-04 -1.212285849088034162e+00
6.933593749999999653e-04 -1.180394124494523966e+00
7.031249999999999740e-04 -1.295417834116305178e+00
7.128906249999999827e-04 -1.172254395623376855e+00
7.226562499999999913e-04 -1.066971673011328559e+00
7.324218750000000000e-04 -9.331331802611581017e-01
7.421875000000000087e-04 -1.425253181520009793e+00
7.519531250000000173e-04 -1.209483647345507951e+00
7.617187500000000260e-04 -1.456878029757089132e+00
7.714843750000000347e-04 -1.064569785803449076e+00
7.812500000000000434e-04 -1.691996099772842044e+00
7.910156250000000520e-04 -1.682521989119540207e+00
8.007812499999999523e-04 -1.817828301830080928e+00
8.105468749999999610e-04 -1.564696077755232340e+00
8.203124999999999696e-04 -1.660237813357547498e+00
8.300781249999999783e-04 -6.909428867999823920e-01
8.398437499999999870e-04 -1.451407064450252804e+00
8.496093749999999957e-04 -1.504115144845384666e+00
8.593750000000000043e-04 -1.376815122827774740e+00
8.691406250000000130e-04 -1.961541219768200284e+00
8.789062500000000217e-04 -2.215874387446988614e+00
8.886718750000000304e-04 -5.165792193257574105e+00
8.984375000000000390e-04 -1.159653828454484881e+02
9.082031250000000477e-04 -5.752553222415787104e+02
9.179687499999999480e-04 -1.263112184293970586e+03
9.277343749999999566e-04 -1.629832189754823503e+03
9.374999999999999653e-04 -1.556102392201796192e+03
9.472656249999999740e-04 -1.231316401750597151e+03
9.570312499999999827e-04 -4.849001951883227548e+02
9.667968749999999913e-04 7.513092511192595566e+02
9.765625000000000000e-04 2.194686006004502360e+03
9.863281250000000087e-04 3.477218649317781910e+03
9.960937500000000173e-04 4.405748479306860645e+03
1.005859375000000026e-03 4.778180305986229541e+03
1.015625000000000035e-03 4.369606348422651536e+03
1.025390625000000043e-03 3.231004394154338570e+03
1.035156250000000052e-03 1.579356263204880861e+03
1.044921875000000061e-03 -3.529621289722978190e+02
1.054687500000000069e-03 -2.403746668892862090e+03
1.064453125000000078e-03 -4.304401916075814370e+03
1.074218750000000087e-03 -5.692478020201374420e+03
1.083984375000000095e-03 -6.466742107366338132e+03
1.093750000000000104e-03 -6.704904035665365882e+03
1.103515624999999896e-03 -6.306771348670796215e+03
1.113281249999999905e-03 -5.179206466437223753e+03
1.123046874999999913e-03 -3.450203289508979651e+03
1.132812499999999922e-03 -1.396767599863629357e+03
1.142578124999999931e-03 7.388660075624837873e+02
1.152343749999999939e-03 2.773689072919441969e+03
1.162109374999999948e-03 4.493468335778538858e+03
1.171874999999999957e-03 5.767750896847286640e+03
1.181640624999999965e-03 6.706748151288305053e+03
1.191406249999999974e-03 7.468488531675027843e+03
1.201171874999999983e-03 7.707930665855854386e+03
1.210937499999999991e-03 7.123721641856014685e+03
1.220703125000000000e-03 5.718936275616127205e+03
1.230468750000000009e-03 3.611262503424225542e+03
1.240234375000000017e-03 1.150577763886799858e+03
1.250000000000000026e-03 -1.390463580010193255e+03
1.259765625000000035e-03 -3.868149144081346549e+03
1.269531250000000043e-03 -6.159568488619627715e+03
1.279296875000000052e-03 -7.938250032106619983e+03
1.289062500000000061e-03 -8.993348376020332580e+03
1.298828125000000069e-03 -9.279611565049779529e+03
1.308593750000000078e-03 -8.762396112490288942e+03
1.318359375000000087e-03 -7.424621664653921471e+03
1.328125000000000095e-03 -5.192620072425983381e+03
1.337890625000000104e-03 -2.337284181401808837e+03
1.347656249999999896e-03 6.332530254593521022e+02
1.357421874999999905e-03 3.379719375641044735e+03
1.367187499999999913e-03 5.793537024158367785e+03
1.376953124999999922e-03 7.673204180604334397e+03
1.386718749999999931e-03 8.934926205957655839e+03
1.396484374999999939e-03 9.561112345498713694e+03
1.406249999999999948e-03 9.346333990111996172e+03
1.416015624999999957e-03 8.192343144502799987e+03
1.425781249999999965e-03 6.263998007520167448e+03
1.435546874999999974e-03 3.813349553680864574e+03
1.445312499999999983e-03 1.100204050981369846e+03
1.455078124999999991e-03 -1.696604654133871691e+03
1.464843750000000000e-03 -4.462988920863261228e+03
1.474609375000000009e-03 -6.918588998619785343e+03
1.484375000000000017e-03 -8.778841033573571622e+03
1.494140625000000026e-03 -9.829605839211555576e+03
1.503906250000000035e-03 -9.949134955482604710e+03
1.513671875000000043e-03 -9.123314225962332785e+03
1.523437500000000052e-03 -7.403183486941816227e+03
1.533203125000000061e-03 -4.937597963433067889e+03
1.542968750000000069e-03 -2.026123830204553315e+03
1.552734375000000078e-03 9.260038452754589571e+02
1.562500000000000087e-03 3.679133430886344286e+03
1.572265625000000095e-03 6.077850948280441116e+03
1.582031250000000104e-03 8.027348438397443715e+03
1.591796874999999896e-03 9.400733799730543979e+03
1.601562499999999905e-03 9.940915564019063822e+03
1.611328124999999913e-03 9.446007638902754479e+03
1.621093749999999922e-03 7.932712214272498386e+03
1.630859374999999931e-03 5.670341693940845289e+03
